address,label,status,n_tx,n_sent,n_received,sent_ratio,n_counterparties,n_out_counterparties,n_in_counterparties,counterparty_ratio,repeat_counterparty_ratio,total_eth_sent,total_eth_received,mean_eth_sent,max_eth_sent,mean_eth_received,max_eth_received,net_eth_flow,value_concentration,zero_value_ratio,mean_gas_price_gwei,max_gas_price_gwei,std_gas_price_gwei,mean_gas_limit,failed_ratio,self_tx_ratio,first_block,last_block,lifetime_days,tx_per_active_day,mean_days_between_tx,min_days_between_tx,burstiness,degree,in_degree,out_degree,pagerank,clustering,community_size,neighbour_risk_ratio,n_labelled_neighbours
0x693d47204555361d4d51311f97102a1507559802,1,ok,22,7.0,15.0,0.3181818181818182,17.0,7.0,12.0,0.7727272727272727,0.2272727272727272,1.837934045978043,1.8046592774886672,0.2625620065682919,0.76972989,0.1203106184992444,0.77114189,-0.0332747684893759,0.4188016929575913,0.0,32.67045454545455,140.0,34.73613084609489,68803.0,0.0,0.0,5099280,11763911,1080.1643655901405,0.0203672706680899,51.43639836143525,0.0023941577777818,1.7409025733828285,17.0,12.0,7.0,0.0001588518539396,0.0,384.0,0.0,0.0
0xf2c55a8b92adf3fbda257af9329100d80f7fdddc,0,ok,3,2.0,1.0,0.6666666666666666,2.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.80673868,1.80689618,0.90336934,1.80664618,1.80689618,1.80689618,0.0001575,0.9999488027787172,0.0,12.833333333333334,31.0,12.886254520051803,60667.0,0.0,0.0,4337069,7282137,516.4300192474547,0.0058091123447308,258.2150096237273,0.0146947692583004,0.9999430909563324,2.0,1.0,1.0,1.2650171107047545e-05,0.0,182.0,0.0,0.0
0x1363077895b20ae90f80794ce4e575559517d033,1,ok,65,3.0,62.0,0.0461538461538461,42.0,2.0,41.0,0.6461538461538462,0.3538461538461538,45.43799297614328,45.44057597614327,15.145997658714426,39.06004847614328,0.7329125157442463,5.0,0.0025829999999942,0.859634106124611,0.0,38.5455614858,128.0,25.86528471841022,72305.63076923077,0.0,0.0,5173984,5200035,4.408620378518546,14.74384147855396,0.0688846934143522,0.0008461518530492,1.0878567729235162,42.0,41.0,2.0,0.0004892003105484,0.0,1148.0,0.0,1.0
0x2268751eafc860781074d25f4bd10ded480310b9,1,ok,100,48.0,52.0,0.48,82.0,46.0,45.0,0.82,0.18,1151.1978106381775,996.7284874937816,23.9832877216287,1150.8,19.16785552872657,880.0,-154.46932314439607,0.9996544376348692,0.32,39.99026943259,60.0,18.384292956998625,63048.12,0.0,0.0,4223842,24481427,3090.71253228389,0.0323549987116093,31.21931850791808,0.0,7.570407571812587,82.0,45.0,46.0,0.0005901449184599,0.0,3798.0,0.0,0.0
0x4899f3371fb9f8e68a0b639bf1fd75220a089c42,1,ok,22,2.0,20.0,0.0909090909090909,21.0,2.0,19.0,0.9545454545454546,0.0454545454545454,14.86218970799503,14.863638707995031,7.431094853997515,14.75305070799503,0.7431819353997515,5.15,0.0014490000000009,0.9926566002625246,0.0,39.05,70.0,23.004895724013345,98395.0,0.0,0.0,5109638,5141268,5.352756614814754,4.110031817832122,0.2548931721340358,0.0,1.8078440258266313,21.0,19.0,2.0,0.0002149895545469,0.0,121.0,0.0,0.0
0xf4710562c804087af20b7396ce7cba38b43fb61f,1,ok,9,7.0,2.0,0.7777777777777778,9.0,7.0,2.0,1.0,0.0,1.23968819,1.25,0.1770983128571428,0.795,0.625,0.95,0.0103118099999999,0.6412902909077484,0.0,37.77777777777778,45.0,12.993825694261083,46666.666666666664,0.0,0.0,5132782,5194502,10.444898459260113,0.8616646715240098,1.305612307407514,0.0015230733349367,0.968847676608138,9.0,2.0,7.0,2.354858690568959e-05,0.0,1474.0,0.0,0.0
0xba83e9ce38b10522e3d6061a12779b7526839eda,1,ok,100,84.0,16.0,0.84,53.0,48.0,8.0,0.53,0.47,1251.2398404408066,510.6452866658258,14.895712386200078,739.0,31.91533041661411,98.0,-740.5945537749808,0.5906141861177098,0.74,54.29,60.0,13.08915199697826,132846.53,0.0,0.0,4000029,4423295,101.25992524851804,0.987557513543232,1.0228275277628085,0.0,6.953069995862364,54.0,8.0,49.0,7.436795437685698e-05,0.076869322152341,3798.0,1.0,5.0
0x58a166f9a6ff996e2349eea90d42cc198529a037,1,ok,3,1.0,2.0,0.3333333333333333,3.0,1.0,2.0,1.0,0.0,1.4388225,1.4409015,1.4388225,1.4388225,0.72045075,1.331521,0.0020790000000001,1.0,0.0,84.33333333333333,99.0,20.741798914805393,21000.0,0.0,0.0,4901758,4918217,2.882504293518486,1.040761676138943,1.441252146759243,0.0220666833332291,0.9846892277781876,3.0,2.0,1.0,3.447684386883675e-05,0.0,4.0,0.0,0.0
0xedf202629bb7e9f72d4c62c325d198513fa7a3d3,1,ok,4,2.0,2.0,0.5,3.0,1.0,2.0,0.75,0.25,0.0,0.0936584,0.0,0.0,0.0468292,0.08131226,0.0936584,0.0,0.5,42.25,60.0,13.626720074911644,75500.0,0.0,0.0,3988467,3988691,0.0431462474056968,4.0,0.0143820824685655,0.0034671091674654,0.5716029309363005,3.0,2.0,1.0,2.3616788753090262e-05,0.0,559.0,0.0,0.0
0xea0dfae6d91c51e5076435ac04e262648193b9c1,0,ok,6,4.0,2.0,0.6666666666666666,6.0,4.0,2.0,1.0,0.0,3000.9982360000004,3001.0,750.2495590000001,2715.65117198538,1500.5,2653.2876803485874,0.001763999999639,0.9049159507687828,0.0,21.0,21.0,0.0,32500.0,0.0,0.0,4054247,4054275,0.0067417103714413,6.0,0.0013483420742882,0.0,0.9077332165117782,6.0,2.0,4.0,2.899178002909622e-05,0.0,19.0,0.0,1.0
0xab081742998c8d578ee1123db279b54dac1ce08e,0,ok,57,27.0,30.0,0.4736842105263157,32.0,2.0,30.0,0.5614035087719298,0.4385964912280701,5.479635826005382,5.532697462,0.2029494750372363,0.49944203,0.1844232487333333,0.5012,0.0530616359946174,0.091145113627759,0.0,45.26587869231579,155.0,32.22739305681163,88063.9298245614,0.0,0.0,4394815,19476119,2351.165429827593,0.0242432962295552,41.98509696120701,0.0011611736124312,7.022844002160629,32.0,30.0,2.0,0.0003001772604787,0.002016129032258,1541.0,0.0,1.0
0xe4faeef4002c200d9d4f1d381ccb5fb679d1c437,1,ok,12,6.0,6.0,0.5,7.0,4.0,3.0,0.5833333333333334,0.4166666666666667,1.41285449,1.41831449,0.2354757483333333,0.50761711,0.2363857483333333,0.50782711,0.00546,0.3592847767359255,0.0,40.0453125,100.0,31.846303782635204,21700.0,0.0,0.0,5620905,5691443,12.40658919259078,0.9672279636023094,1.12787174478098,0.0040453592577466,2.056630994612293,7.0,3.0,4.0,5.142637642849157e-05,0.0,2397.0,0.0,0.0
0xef57aa4b57587600fc209f345fe0a2687bc26985,1,ok,100,11.0,89.0,0.11,80.0,3.0,77.0,0.8,0.2,1785.06137948149,180.0589869899699,162.27830722559,300.0,2.0231346852805605,64.0,-1605.00239249152,0.1680614478854175,0.01,21.11081265661,60.0,10.937764088600396,126837.66,0.0,0.0,4384027,18440936,2208.6116130353703,0.0452773133174676,22.309208212478488,0.0007110372213301,9.83331138761818,80.0,77.0,3.0,0.0008459478835118,0.0,84.0,0.0,1.0
0x19fb7020381fe9197bf841d5034d5467fe5a3c93,1,ok,89,0.0,88.0,0.0,11.0,0.0,11.0,0.1235955056179775,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.518539338786517,41.0,5.636231831203776,165822.52808988764,0.0,0.0,6554645,10126446,580.9300092852778,0.1532026209310435,6.601477378241793,0.0011459913877425,2.3425496139904753,11.0,11.0,0.0,0.0001280806506991,0.0,13.0,0.0,0.0
0x91619a3456fdbac90bd93f51f2917981f0ed3097,1,ok,9,2.0,7.0,0.2222222222222222,9.0,2.0,7.0,1.0,0.0,10.6878272,10.688541200000005,5.3439136000000005,5.3440291,1.5269344571428576,5.3440291,0.0007140000000021,0.500010806686695,0.0,26.0,57.0,18.475208614068023,23333.333333333332,0.0,0.0,4907316,7109710,375.47309425370287,0.0239697601179348,46.93413678171285,4.948881455555006,1.512904040325948,9.0,7.0,2.0,6.612390237946406e-05,0.0,377.0,0.0,0.0
0x3715b1ed9bbd5e165af97619b5c5e13e39f55504,1,ok,24,1.0,23.0,0.0416666666666666,24.0,1.0,23.0,1.0,0.0,19.874192476690816,19.87457046891304,19.874192476690816,19.874192476690816,0.8641117595179584,4.0,0.0003779922222264,1.0,0.0,20.079166666708332,50.0,15.285422771520984,26375.0,0.0,0.0,5167563,5663399,84.7754000088876,0.2831009938907267,3.6858869569081567,0.0011846125926132,4.604135096958263,24.0,23.0,1.0,0.0002184548320325,0.0,2397.0,0.0,1.0
0x65af8c81291fb60a20235d9e4de80851f8f845d2,1,ok,8,0.0,7.0,0.0,4.0,0.0,4.0,0.5,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.625,7.0,1.4947825928876748,347379.25,0.0,0.0,5120012,5830816,121.92855395629726,0.0656121945222727,17.41836485089961,0.0005150309729355,1.7459027762064383,4.0,4.0,0.0,1.3253575012067536e-05,0.0,165.0,0.0,0.0
0x5810c2d0a9ebda71192355f7847f6951d86c0d01,0,ok,11,6.0,5.0,0.5454545454545454,5.0,1.0,4.0,0.4545454545454545,0.5454545454545454,0.2692409807939324,0.2774469746506276,0.0448734967989887,0.1586474664247696,0.0554893949301255,0.1102461200531739,0.0082059938566951,0.589239669076205,0.0,39.19176518390909,108.0,31.594488121229524,44454.545454545456,0.0,0.0,3917529,18359690,2305.08917917134,0.0047720496453653,230.50891791713403,0.2535860277767535,1.4301829542176194,5.0,4.0,1.0,4.544954578923754e-05,0.0,447.0,0.0,0.0
0xfb990112f51931a2834fcf574a860b7419ecd76f,1,ok,4,2.0,2.0,0.5,3.0,1.0,2.0,0.75,0.25,0.705,0.710853,0.3525,0.5,0.3554265,0.509958,0.0058529999999999,0.7092198581560284,0.0,13.25,23.0,9.807522622966516,21000.0,0.0,0.0,5365997,5367018,0.1718755181492478,4.0,0.0572918393830826,0.0262610977777728,0.6530879720137579,3.0,2.0,1.0,3.447684386883675e-05,0.0,4.0,0.0,0.0
0xbd0a5d8c3d945cad1ee62c0bb8f8612e4c88f143,0,ok,4,3.0,1.0,0.75,4.0,3.0,1.0,1.0,0.0,20.007018246,20.01,6.669006081999999,19.997543246,20.01,20.01,0.0029817540000038,0.9995264161863854,0.25,36.25,78.0,24.159625411003375,55500.0,0.0,0.0,4160402,4274322,27.337607407407077,0.1463185837878484,9.112535802469026,0.3828328388901772,1.0389320055670188,4.0,1.0,3.0,1.6307518456102074e-05,0.0,740.0,0.0,0.0
0x9bd09d9c4feb1b41e4cca1906f03832640535e06,0,ok,7,2.0,5.0,0.2857142857142857,5.0,1.0,4.0,0.7142857142857143,0.2857142857142857,34.254998009999994,34.25560700999999,17.127499004999997,33.571339009999996,6.851121401999999,18.112,0.0006089999999971,0.9800420656921242,0.0,29.25714285714286,50.0,15.253932246459987,129000.0,0.0,0.0,5123703,7496604,407.18826694796206,0.0171910650875767,67.86471115799368,0.0031505703236217,2.145743523075684,5.0,4.0,1.0,1.620066356605785e-05,0.0,319.0,0.0,1.0
0x6427b7014f76b0cb3f2f50c860a077146b750f61,0,ok,4,2.0,2.0,0.5,3.0,2.0,2.0,0.75,0.25,0.71,0.71089518,0.355,0.356,0.35544759,0.35589518,0.0008951799999999,0.5014084507042254,0.0,31.0,61.0,17.320508075688775,38263.0,0.0,0.0,4154629,4156622,0.4798653131475051,4.0,0.1599551043825016,0.0040931812977349,1.3610298023666405,3.0,2.0,2.0,2.5649735331400697e-05,0.0,559.0,0.0,1.0
0x9e7fd03e9225f059f0c937c2223dabf5ae12806e,0,ok,5,4.0,1.0,0.8,3.0,3.0,1.0,0.6,0.4,0.0089015604881252,0.01,0.0022253901220313,0.0089015604881252,0.01,0.01,0.0010984395118747,1.0,0.6,14.0664973952,23.026863114,9.670986630495108,98400.0,0.0,0.0,4307911,6974144,463.8236970857393,0.0107799580560795,115.9559242714348,0.0033181737032201,1.0806220037647902,3.0,1.0,3.0,1.2738887439879045e-05,0.6666666666666666,571.0,0.0,0.0
0x39a7c26ada0e575d69f05dd6b8086f0ddd99e207,1,ok,5,0.0,4.0,0.0,3.0,0.0,3.0,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,11.0,3.63318042491699,428460.2,0.0,0.0,5121279,5929796,138.7067276205564,0.0360472782090131,34.6766819051391,0.0910459392572994,1.520776668266573,3.0,3.0,0.0,1.2882417832913967e-05,0.0,165.0,0.0,0.0
0xc5f6690f7b60fe739908e02aec46ae07718cec5f,1,ok,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2903e9f1d81fac8ccc313b5b496f2db7db6750b6,1,ok,6,3.0,3.0,0.5,6.0,3.0,3.0,1.0,0.0,0.612955,0.615475,0.2043183333333333,0.29916,0.2051583333333333,0.3,0.0025199999999999,0.4880619295054286,0.0,25.833333333333332,40.0,14.837078178970714,21000.0,0.0,0.0,5172906,5266904,15.892271794075215,0.3775419951121686,3.178454358815043,0.0032153770382757,1.704914185511787,6.0,3.0,3.0,4.54469715483178e-05,0.0,2397.0,0.0,0.0
0xdf2ef91c1ab5a7b71ba7e6fdca3bc4aed9cffb64,0,ok,7,3.0,4.0,0.4285714285714285,4.0,1.0,3.0,0.5714285714285714,0.4285714285714285,4.801126529,4.80313175,1.6003755096666668,2.27458587,1.2007829375,2.27524049,0.0020052210000001,0.4737608676340719,0.0,20.714285714285715,21.0,0.4517539514526256,46714.28571428572,0.0,0.0,4078296,4153805,18.180707441297947,0.3850235213674534,3.0301179068829907,0.0012038768524373,1.8449874697165367,4.0,3.0,1.0,4.54469715483178e-05,0.0,818.0,0.0,0.0
0x0a4392f623faf54de72cbf6f567e1a7808251cd3,1,ok,6,4.0,2.0,0.6666666666666666,3.0,2.0,1.0,0.5,0.5,2.028068,2.03,0.5070169999999999,1.19,1.015,1.64,0.001932,0.5867653352846157,0.0,29.0,41.0,8.48528137423857,21000.0,0.0,0.0,5065757,5329679,44.5927034988889,0.1345511603742414,8.918540699777779,0.0531383362964347,1.0826099200464876,3.0,1.0,2.0,2.3506716189355696e-05,0.0,4.0,0.0,0.0
0x55f7ad5e3f55edf033a1a1499a6d3aad47058c8f,0,ok,100,50.0,50.0,0.5,4.0,1.0,4.0,0.04,0.96,33.403491719535566,33.44837711953557,0.6680698343907113,1.6896724,0.6689675423907114,1.69,0.0448854000000054,0.0505837058648518,0.0,26.884,175.5,35.290139472662894,33290.0,0.0,0.0,4657962,5949926,221.73721978694476,0.4509842781292403,2.2397698968378257,0.0019905833320485,1.3803440160368965,4.0,4.0,1.0,5.844622838140742e-05,0.0,1393.0,0.0,0.0
0xf243cd790111dda51d11dd0032a1f8e868cce862,0,ok,9,6.0,3.0,0.6666666666666666,8.0,5.0,3.0,0.8888888888888888,0.1111111111111111,1.49331922,1.52903573,0.2488865366666666,0.99331922,0.5096785766666666,1.0,0.0357165099999998,0.6651754070372173,0.4444444444444444,74.22222222222223,194.0,77.66992522173958,103415.77777777778,0.0,0.0,4614623,12072643,1210.7067919133328,0.0074336743298324,151.3383489891666,0.0123235037039827,2.559182584211533,8.0,3.0,5.0,4.54469715483178e-05,0.0,3798.0,0.0,0.0
0x6506827d91659e871fc7267160ba1c3407195270,1,ok,55,35.0,20.0,0.6363636363636364,29.0,16.0,17.0,0.5272727272727272,0.4727272727272727,204.64385135649584,122.58523636355268,5.846967181614167,202.0,6.129261818177634,39.8,-82.05861499294318,0.9870807193132318,0.4363636363636363,52.90909090909091,60.0,15.042089708877464,132836.5090909091,0.0363636363636363,0.0,4246085,4249225,0.7560346629636155,55.0,0.0140006419067336,0.0,3.472766432986966,29.0,17.0,16.0,0.0002215971454006,0.0,3798.0,0.0,0.0
0xce8af5c63e083824a8a99a6eec9e0d37b37b0dfa,0,ok,12,7.0,5.0,0.5833333333333334,10.0,6.0,4.0,0.8333333333333334,0.1666666666666666,15.7787,15.44340224,2.2541,6.0015,3.0886804480000003,6.26369244,-0.3352977599999995,0.3803545285733298,0.1666666666666666,29.65625,60.0,16.770621440172793,109863.41666666669,0.0833333333333333,0.0,3898155,7036345,568.9214687812494,0.0210925420439951,51.72013352556814,0.0121682719913897,2.5432169501971584,10.0,4.0,6.0,2.7914530999607197e-05,0.0222222222222222,393.0,0.0,1.0
0x33f74739ce6be3b2c38af76f5adb3866cb4784c4,1,ok,100,99.0,1.0,0.99,30.0,29.0,1.0,0.3,0.7,482.0,2.8657756163,4.8686868686868685,482.0,2.8657756163,2.8657756163,-479.1342243837,1.0,0.98,25.45,30.0,3.473830738536349,199690.53,0.22,0.0,4601263,4602007,0.1234161666670331,100.0,0.0012466279461316,0.0,3.5934817853624357,30.0,1.0,29.0,2.3506716189355696e-05,0.0,3798.0,0.0,0.0
0xe086e216a480be819d9947e6f0b3eec1fed667a6,0,ok,5,3.0,2.0,0.6,5.0,3.0,2.0,1.0,0.0,3000.998288248,3001.0,1000.3327627493333,1816.470841875842,1500.5,1899.265136495798,0.0017117520001193,0.6052888630390749,0.0,21.0,21.0,0.0,34800.0,0.0,0.0,4032539,4032553,0.0033708551857206,5.0,0.0008427137964301,0.0,1.285714285298475,5.0,2.0,3.0,3.447684386883675e-05,0.0,6.0,0.0,0.0
0x22764de8f82f2d2a90e0ccca4556a2a5114b6461,1,ok,2,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.0,5.64203741,5.64296141,5.64203741,5.64203741,5.64296141,5.64296141,0.0009239999999994,1.0,0.0,34.0,44.0,10.0,21000.0,0.0,0.0,11251794,11275378,3.6223189688915456,0.5521324922448819,3.6223189688915456,3.6223189688915456,0.0,2.0,1.0,1.0,1.3085094893848697e-05,0.0,23.0,0.0,0.0
0x878cce43a3b9d8a872a33d2d6ccd561e033707f4,1,ok,4,1.0,3.0,0.25,4.0,1.0,3.0,1.0,0.0,1.224139,1.225,1.224139,1.224139,0.4083333333333334,0.625,0.000861,1.0,0.0,36.75,60.0,19.904459299363044,68000.0,0.0,0.0,5171891,5173583,0.2863377866673249,4.0,0.0954459288891082,0.0072769059240818,1.2739342166056336,4.0,3.0,1.0,3.9961907708577274e-05,0.1666666666666666,16.0,1.0,1.0
0x0920e587879ae8dd15ae27526699962a1d36c31f,0,ok,41,23.0,18.0,0.5609756097560976,2.0,2.0,1.0,0.048780487804878,0.951219512195122,0.00309855,0.0175862959999999,0.0001347195652173,0.00309855,0.0009770164444444,0.0047,0.0144877459999999,1.0,0.5365853658536586,30.49390243902439,40.0,8.83736658658018,82951.21951219512,0.0,0.0,5053735,7583739,432.63534140786913,0.0947680322799774,10.815883535196727,0.0005076911107257,5.764220549896823,2.0,1.0,2.0,3.2977757173049357e-05,0.0,182.0,0.0,0.0
0x7bd01b7063c6bb0d9ee5142e8b72ebafd5efc9bd,0,ok,7,4.0,3.0,0.5714285714285714,3.0,2.0,1.0,0.4285714285714285,0.5714285714285714,1.169727858794896,1.1743117900000002,0.292431964698724,0.97675575,0.3914372633333334,0.97431179,0.0045839312051041,0.835028201351292,0.0,27.432593232,51.0,15.3119191995164,88519.71428571429,0.0,0.0,3977193,19496994,2453.001014546898,0.0028536474133065,408.833502424483,0.0015409374099086,2.1120066274387916,3.0,1.0,2.0,2.3506716189355696e-05,0.0,1541.0,0.0,0.0
0xec54cefe6f229b9143b06a06163c0539ec7858e8,0,ok,9,5.0,4.0,0.5555555555555556,7.0,5.0,2.0,0.7777777777777778,0.2222222222222222,5.6174473449999995,5.62,1.123489469,3.119559,1.405,3.12,0.0025526550000005,0.5553339102994299,0.1111111111111111,20.22222222222222,25.0,3.8232556742411674,24506.11111111111,0.0,0.0,4201886,4840750,128.20152010518643,0.0702019757068068,16.025190013148304,0.0008756620381717,1.5430095620035045,7.0,2.0,5.0,1.4822161364604977e-05,0.0476190476190476,3798.0,0.0,2.0
0x9eb041af96d44583110565abec79aedf22eb60b5,1,ok,19,4.0,15.0,0.2105263157894736,17.0,3.0,14.0,0.8947368421052632,0.1052631578947368,0.0575227243,0.05801,0.014380681075,0.0575227243,0.0038673333333333,0.01,0.0004872757,1.0,0.2105263157894736,20.338157894736845,42.0,16.078136446947084,30923.21052631579,0.0526315789473684,0.0,4497944,5492972,168.95047453481567,0.1124589916205572,9.386137474156426,0.0011850620364701,2.3220358320744956,17.0,14.0,3.0,0.0001661183760226,0.0,601.0,0.0,0.0
0x8088771aee1f344527c1b435b020ea7cb03e843d,0,ok,31,16.0,15.0,0.5161290322580645,17.0,15.0,2.0,0.5483870967741935,0.4516129032258064,256.8519316305033,256.86133999,16.053245726906457,99.99386878,17.124089332666664,99.995,0.0094083594966605,0.3893054965373867,0.0,25.97856161845161,106.0,18.76127491200492,41806.51612903226,0.0,0.0,2042849,4871122,516.0181916154645,0.060075401417439,17.20060638718215,0.0006624101875004,1.7055220790568162,17.0,2.0,15.0,3.278693734719159e-05,0.0,800.0,0.0,0.0
0xde4e12908335d6378b7de54f45aef4f3d2775b24,0,ok,100,44.0,56.0,0.44,5.0,3.0,2.0,0.05,0.95,39.38604188180709,39.44480702478803,0.8951373154956156,1.99977207,0.7043715540140719,1.001822100359593,0.0587651429809383,0.0507736237116967,0.01,25.21866897938001,82.0,21.66765354248557,50310.0,0.0,0.0,4016885,24185217,3099.200486348517,0.032266386263323,31.305055417661784,0.0002791411098506,6.5766914987937914,5.0,2.0,3.0,2.5015206185118624e-05,0.0,1541.0,0.0,0.0
0x6b14feef982c34e09d745b5abdcd51706cd0b57c,0,ok,78,49.0,29.0,0.6282051282051282,16.0,12.0,4.0,0.2051282051282051,0.7948717948717948,225.25717397593405,225.35683704777404,4.597085183182328,51.761103633,7.770925415440484,31.40175624,0.0996630718399842,0.2297867043228112,0.358974358974359,74.87089008710257,600.0,79.40087416923012,65458.820512820515,0.0384615384615384,0.0,4534486,16154720,1854.5301613527756,0.0420591703631842,24.08480729029579,0.0005253972223511,3.636493711234329,16.0,4.0,12.0,5.59782259822591e-05,0.0083333333333333,2397.0,0.0,1.0
0xdc32e40cd79527e66651b85d70cf4922b0d09f3b,0,ok,6,4.0,2.0,0.6666666666666666,6.0,4.0,2.0,1.0,0.0,1000.995884,1001.0,250.248971,692.7794235200797,500.5,693.9040130373029,0.0041160000000672,0.6920901819812875,0.0,49.0,49.0,0.0,32500.0,0.0,0.0,3917519,3917547,0.0053932809250222,6.0,0.0010786561850044,0.0,1.1823532393396976,6.0,2.0,4.0,2.899178002909622e-05,0.0,41.0,0.0,0.0
0xeecc46a74cea6133a12672bd62d5167877b4d521,1,ok,8,4.0,4.0,0.5,6.0,2.0,4.0,0.75,0.25,1.6949999999999998,0.8789210000000001,0.4237499999999999,0.875,0.21973025,0.288921,-0.8160789999999998,0.5162241887905605,0.25,40.375,100.0,34.13919118842741,108187.5,0.0,0.0,4984852,4990548,0.9975541925927004,8.0,0.1425077417989571,0.0012259268512328,1.189224672678998,6.0,4.0,2.0,4.6394649510033786e-05,0.0,3798.0,0.0,0.0
0x6d64486a5c99139b53239297e0b653d196d05777,1,ok,13,2.0,10.0,0.1538461538461538,11.0,2.0,9.0,0.8461538461538461,0.0833333333333333,60.20940509,60.21056009,30.104702545,30.20940509,6.0210560090000005,30.0,0.0011549999999971,0.5017389732524925,0.0,24.923076923076923,50.0,16.264456473509906,32461.53846153846,0.0,0.0769230769230769,4937480,4947200,1.7022869999982693,7.636785101462454,0.1418572499998557,0.0008756620354122,1.1808358552689855,11.0,9.0,2.0,9.755507802585278e-05,0.0363636363636363,292.0,1.0,1.0
0xadd51fd4e155adc69bed26617b66cf43c98ba610,0,ok,16,13.0,3.0,0.8125,13.0,10.0,3.0,0.8125,0.1875,4.100499999999999,4.11213966,0.3154230769230768,2.0,1.37071322,2.00225966,0.011639660000001,0.4877453969028168,0.5,50.7391191133125,280.60946787,64.11584235800471,81450.9375,0.0,0.0,4251577,19602240,2402.810680796479,0.0066588683527477,160.18737871976526,0.0016490962963413,3.128479896807083,13.0,3.0,10.0,2.438905350743031e-05,0.0128205128205128,3798.0,0.0,0.0
0xbf4654c8d6e6aef37f95b31274039b134acb5153,0,ok,5,3.0,2.0,0.6,4.0,2.0,2.0,0.8,0.2,0.32228,0.3231,0.1074266666666666,0.32228,0.16155,0.3227,0.0008199999999999,1.0,0.4,10.4,20.0,7.838367176906171,34000.0,0.0,0.0,6608996,7453618,148.3984801400922,0.0336930674443556,37.09962003502304,0.7928623280536246,1.4946728630861372,4.0,2.0,2.0,3.447684386883675e-05,0.0,5.0,0.0,0.0
0xd7f9b5b0a667f3deb17e25cd1703f91ff17d0ea2,0,ok,64,52.0,12.0,0.8125,7.0,2.0,5.0,0.109375,0.890625,0.0010335,0.047766665,1.9875e-05,0.0010335,0.0039805554166666,0.00619588,0.046733165,1.0,0.796875,18.078125,41.0,8.389548348056348,45511.140625,0.0,0.0,6050973,11518796,879.4382206824532,0.0727737304279717,13.959336836229417,0.0605218340732433,1.3228023371440418,7.0,5.0,2.0,4.910368077481148e-05,0.0,10.0,0.0,0.0
0xdf3e77cd5e563f93fc7eca905d3302e95f9bb150,1,ok,16,2.0,14.0,0.125,12.0,2.0,10.0,0.75,0.25,47.74328980312513,47.74341580312513,23.871644901562565,27.0,3.4102439859375093,30.14709662312513,0.0001260000000016,0.5655244980255354,0.0,40.3750000000625,100.0,31.792048927335248,33637.5,0.0,0.0,4965926,4974284,1.4637566611087984,10.930778608979972,0.0975837774072532,0.0012259268512328,1.246044367442014,12.0,10.0,2.0,0.0001158734262018,0.0151515151515151,292.0,1.0,1.0
0x3d11b2189ad65e0e91e2f2b0e07cbc05ddc75b7a,1,ok,8,0.0,7.0,0.0,4.0,0.0,4.0,0.5,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.6375,15.0,4.652401933410311,361505.625,0.0,0.0,5130825,5929931,137.1144308987508,0.058345426863985,19.58777584267869,0.0,2.4055178595049567,4.0,4.0,0.0,1.320133630883191e-05,0.0,165.0,0.0,0.0
0x0cda6b10e83242857a8e63be452ac5523f861366,0,ok,5,3.0,2.0,0.6,5.0,3.0,2.0,1.0,0.0,2000.998677,2001.0,666.999559,1468.4136488597371,1000.5,1370.9244898731984,0.0013229999999566,0.7338403896704511,0.0,21.0,21.0,0.0,34800.0,0.0,0.0,4154638,4154654,0.0038524059261436,5.0,0.0009631014815359,0.0,0.8838834772682591,5.0,2.0,3.0,3.447684386883675e-05,0.0,3798.0,0.0,1.0
0xdaa29859836d97c810c7f9d350d4a1b3e8cafc9a,1,ok,2,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.0,0.028,0.0292,0.028,0.028,0.0292,0.0292,0.0011999999999999,1.0,0.0,37.5,55.0,17.5,21000.0,0.0,0.0,4794401,4795588,0.2078821675920928,2.0,0.2078821675920928,0.2078821675920928,0.0,2.0,1.0,1.0,2.3506716189355696e-05,0.0,3.0,0.0,0.0
0x18345118bd04c405b4d74941563a21b5a2bf06b7,1,ok,100,90.0,10.0,0.9,7.0,2.0,5.0,0.07,0.93,8990.00002302,1.04e-07,99.88888914466666,100.0,1.04e-08,1e-07,-8990.000022916,0.0111234704943201,0.05,35.511288847779994,178.032235042,18.767017421245317,890430.27,0.0,0.0,14683967,25405594,1518.088969429861,0.0658722920815084,15.33423201444304,0.0,9.89303490556193,8.0,6.0,3.0,6.531416180510945e-05,0.0,436.0,1.0,1.0
