address,label,status,n_tx,n_sent,n_received,sent_ratio,n_counterparties,n_out_counterparties,n_in_counterparties,counterparty_ratio,repeat_counterparty_ratio,total_eth_sent,total_eth_received,mean_eth_sent,max_eth_sent,mean_eth_received,max_eth_received,net_eth_flow,value_concentration,zero_value_ratio,mean_gas_price_gwei,max_gas_price_gwei,std_gas_price_gwei,mean_gas_limit,failed_ratio,self_tx_ratio,first_block,last_block,lifetime_days,tx_per_active_day,mean_days_between_tx,min_days_between_tx,burstiness
0x3c3b85b2ae785a8cc16c3d4df12cb27c6983dff5,1,ok,8,4.0,4.0,0.5,7.0,4.0,3.0,0.875,0.125,0.9339518161856,0.9373118161856,0.2334879540464,0.49936,0.2343279540464,0.5002,0.0033600000000000296,0.5346742640744161,0.0,26.15,40.0,15.456632880417391,141125.0,0.0,0.0,5240888,5327236,14.54396398074097,0.5500563677545923,2.077709140105853,0.004230759259727266,1.6093977665530153
0x35ad1cb9a39de486cebcce3cf51661fd6c848193,1,ok,4,2.0,2.0,0.5,4.0,2.0,2.0,1.0,0.0,4.999034000000001,5.000000000000001,2.4995170000000004,4.0,2.5000000000000004,5.0,0.0009660000000000224,0.8001545898667621,0.0,14.75,23.0,8.613216588476108,21000.0,0.0,0.0,5225201,5450165,37.89259418999983,0.10556152423725143,12.630864729999944,0.10170745259081876,1.3988960574534879
0xa2a6ceadcb7db611f618ebabfe6de5763953b7c7,1,ok,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
0x15f4a5d5bbc071fc20bd60b9b7d81aaa8a1142ab,1,ok,7,5.0,2.0,0.7142857142857143,5.0,3.0,2.0,0.7142857142857143,0.2857142857142857,0.897584,0.9,0.1795168,0.4,0.45,0.8,0.0024159999999999737,0.4456407422592203,0.0,26.857142857142858,50.0,9.44803186502083,21000.0,0.0,0.0,5060226,5375154,53.183995020000474,0.1316185442136787,8.863999170000078,0.40081842185170563,1.7340772413228838
0xe4faeef4002c200d9d4f1d381ccb5fb679d1c437,1,ok,12,6.0,6.0,0.5,7.0,4.0,3.0,0.5833333333333334,0.4166666666666667,1.41285449,1.41831449,0.23547574833333332,0.50761711,0.23638574833333334,0.50782711,0.00546000000000002,0.35928477673592557,0.0,40.0453125,100.0,31.846303782635204,21700.0,0.0,0.0,5620905,5691443,12.40658919259078,0.9672279636023094,1.12787174478098,0.004045359257746626,2.056630994612293
0x64c5971dd27ff063ee4bc5e4c231febd9fc228cd,1,ok,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
0x68a91eba9c82b475091077e16357bb2dded479f4,1,ok,4,2.0,2.0,0.5,2.0,1.0,1.0,0.5,0.5,14.999,15.0,7.4995,9.999,7.5,10.0,0.0009999999999994458,0.6666444429628642,0.0,41.5,60.0,18.5,60500.0,0.0,0.0,5397363,5397637,0.046125261482817155,4.0,0.015375087160939051,0.0031984670377439924,0.6308909068149096
0x484aa220812a5ed3d1162686bc8592eb39276348,1,ok,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
0x3810bd434103f1d0618b909ba14e4d2d707d79f7,1,ok,2,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.0,0.03168307537051596,0.03277762,0.03168307537051596,0.03168307537051596,0.03277762,0.03277762,0.0010945446294840372,1.0,0.0,15.5,23.0,7.5,21000.0,0.0,0.0,5177492,5203508,4.402697315555479,0.4542669769583431,4.402697315555479,4.402697315555479,0.0
0x6834d3096793d0731348f1581ae1b20c9b79e26a,1,ok,6,3.0,3.0,0.5,2.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.139895,0.14,0.04663166666666666,0.099958,0.04666666666666667,0.1,0.00010500000000002174,0.7145216054898318,0.0,21.333333333333332,41.0,19.669491322575908,21000.0,0.0,0.0,5285759,5285931,0.02895454370589168,6.0,0.005790908741178336,0.0008417018530545411,0.9499366632044546
0x0e04298d9eaffaf538fe04b4cd525b6d1b64c3ca,1,ok,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
0x0dac7a548551dd2e0f7293005f14f9261d7e0196,1,ok,10,3.0,7.0,0.3,7.0,3.0,5.0,0.7,0.3,6.8629999999999995,6.86483216,2.2876666666666665,3.824,0.9806903085714286,2.3,0.0018321600000001936,0.5571907329156346,0.0,34.04,72.0,23.62317506179049,31541.0,0.0,0.0,5160416,5981146,140.8991720899084,0.07097273782147531,15.655463565545379,0.030730181344681317,1.4111330588399156
0x55c4dfc965b911afee18a7d2d94a245b867395b6,1,ok,23,9.0,14.0,0.391304347826087,18.0,4.0,14.0,0.782608695652174,0.21739130434782608,15.108897956481242,15.13086182,1.678766439609027,5.4878,1.0807758442857143,5.0,0.02196386351875823,0.36321643152311495,0.0,32.608695652173914,117.0,24.428670131336116,27652.17391304348,0.0,0.0,5162530,5277962,19.50971393259311,1.1788999100379418,0.8868051787542324,0.0065999844449537775,1.9957681502762872
0xc8ce1c3ac9549d479a90a6a89155b9b94e54d9ba,1,ok,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
0x4e556877e96fdf3bef67c81ef72e20ab29a9aebf,1,ok,11,2.0,9.0,0.18181818181818182,10.0,2.0,9.0,0.9090909090909091,0.09090909090909091,12.605341287,12.607063287,6.3026706435,12.105341287,1.4007848096666669,5.0,0.0017220000000008895,0.9603342750810203,0.0,27.09090909090909,50.0,15.991216597384417,33090.90909090909,0.0,0.0,5296479,5422688,21.246069804074036,0.517742815562561,2.1246069804074037,0.0,2.0609730770223047
